NN,118452
PSP,83471
SYM,48015
JJ,44574
VM,39211
XC,33815
NNP,33435
QC,25894
VAUX,18631
PRP,15723
CC,11580
RP,4927
DEM,4334
NST,3938
QF,2655
RB,1294
QO,1149
INTF,1125
NEG,700
RDP,555
WQ,109
INJ,5
